idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
474,585,A few topics are studied by each student.,Every student studies the same topics.,Not every student studies the same topics.,A,B,inverse,a few,existential,each,universal,Weird question again. Impossible to tell which is more likely due to no context,26,Group 14
474,352,A few topics are studied by each student.,Every student studies the same topics.,Not every student studies the same topics.,B,B,inverse,a few,existential,each,universal,,16,Group 14
474,425,A few topics are studied by each student.,Every student studies the same topics.,Not every student studies the same topics.,B,B,inverse,a few,existential,each,universal,,21,Group 14
474,479,A few topics are studied by each student.,Every student studies the same topics.,Not every student studies the same topics.,B,B,inverse,a few,existential,each,universal,,20,Group 14
474,540,A few topics are studied by each student.,Every student studies the same topics.,Not every student studies the same topics.,B,B,inverse,a few,existential,each,universal,,14,Group 14
475,598,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,B,B,inverse,some,existential,any,universal,,6,Group 10
475,537,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,B,B,inverse,some,existential,any,universal,,7,Group 10
475,417,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,B,B,inverse,some,existential,any,universal,,19,Group 10
475,373,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,B,B,inverse,some,existential,any,universal,,15,Group 10
475,477,Some techniques are applied in any art form.,The same techniques are applied in every art form.,Different art forms apply different techniques.,B,B,inverse,some,existential,any,universal,,11,Group 10
476,368,Some cars are sold every month.,"Each month, different cars are sold.","Each month, the same cars are sold.",A,A,inverse,some,existential,every,universal,,16,Group 27
476,533,Some cars are sold every month.,"Each month, different cars are sold.","Each month, the same cars are sold.",A,A,inverse,some,existential,every,universal,,24,Group 27
476,589,Some cars are sold every month.,"Each month, different cars are sold.","Each month, the same cars are sold.",A,A,inverse,some,existential,every,universal,,5,Group 27
476,427,Some cars are sold every month.,"Each month, different cars are sold.","Each month, the same cars are sold.",A,A,inverse,some,existential,every,universal,,10,Group 27
476,478,Some cars are sold every month.,"Each month, different cars are sold.","Each month, the same cars are sold.",A,A,inverse,some,existential,every,universal,,22,Group 27
477,409,A few ingredients are used in each recipe.,Not every recipe uses the same ingredients.,Every recipe uses the same ingredients.,A,A,inverse,a few,existential,each,universal,Poorly worded as in neither option fits,5,Group 53
477,353,A few ingredients are used in each recipe.,Not every recipe uses the same ingredients.,Every recipe uses the same ingredients.,B,A,inverse,a few,existential,each,universal,,22,Group 53
477,519,A few ingredients are used in each recipe.,Not every recipe uses the same ingredients.,Every recipe uses the same ingredients.,A,A,inverse,a few,existential,each,universal,assumed,16,Group 53
477,462,A few ingredients are used in each recipe.,Not every recipe uses the same ingredients.,Every recipe uses the same ingredients.,A,A,inverse,a few,existential,each,universal,,24,Group 53
477,571,A few ingredients are used in each recipe.,Not every recipe uses the same ingredients.,Every recipe uses the same ingredients.,A,A,inverse,a few,existential,each,universal,,25,Group 53
478,612,Some opportunities arise in any business.,The same opportunities arise in every business.,"In each business, a potentially different set of opportunities can arise.",B,B,inverse,some,existential,any,universal,,21,Group 8
478,339,Some opportunities arise in any business.,The same opportunities arise in every business.,"In each business, a potentially different set of opportunities can arise.",B,B,inverse,some,existential,any,universal,,9,Group 8
478,562,Some opportunities arise in any business.,The same opportunities arise in every business.,"In each business, a potentially different set of opportunities can arise.",B,B,inverse,some,existential,any,universal,,10,Group 8
